5,3.34224598930481e-05
6,8.35561497326203e-06
7,7.52005347593583e-05
8,0.000768716577540107
9,0.00124498663101604
10,0.0078125
11,0.00965073529411765
12,0.0341493983957219
13,0.0612383021390374
14,0.115541443850267
15,0.193858622994652
16,0.144226270053476
17,0.133648061497326
18,0.111163101604278
19,0.064923128342246
20,0.0526737967914438
21,0.0211397058823529
22,0.0164605614973262
23,0.0103860294117647
24,0.00687667112299465
25,0.00523897058823529
26,0.00299966577540107
27,0.00179645721925134
28,0.00128676470588235
29,0.000894050802139037
30,0.000743649732620321
31,0.000259024064171123
32,0.000309157754010695
33,0.000183823529411765
34,0.000150401069518717
35,0.000100267379679144
36,5.01336898395722e-05
37,3.34224598930481e-05
38,2.50668449197861e-05
39,1.67112299465241e-05
40,2.50668449197861e-05
42,8.35561497326203e-06
